-0.10,0.10
-0.11,0.11
-0.17,0.15
-0.15,0.17
-0.20,0.20
-0.22,0.22
-0.22,0.22
-0.28,0.28
-0.28,0.28
-0.26,0.29
-0.29,0.25
-0.40,0.37
-0.35,0.36
-0.35,0.36
-0.38,0.39
-0.49,0.49
-0.49,0.49
-0.50,0.48
-0.51,0.53
-0.46,0.44
-0.60,0.71
-0.54,0.67
-0.75,0.71
-0.65,0.61
-0.62,0.61
-0.76,0.53
-0.73,0.61
-0.66,0.72
-0.97,0.66
-1.05,1.16
-0.81,0.77
-0.75,0.77
-0.77,0.76
-1.09,1.17
-0.97,0.85
-0.65,1.17
-1.11,0.99
-1.27,0.92
-1.18,1.20
-1.53,1.63
-1.14,1.35
-1.37,1.31
-1.52,1.35
-1.62,1.56
-2.29,1.98
-2.64,2.52
-2.28,2.49
-2.15,2.13
